tweets,labels
somebody go buy then sanso ask say ebi original anaa😂,Neutral
ah dem share the money finish anaa i wasn’t lucky again or mine go soon come,Neutral
why tuozaafi no reach anaa,Neutral
why   dem come because of accra then kumasi people anaa dem no know say dem get ready market for some towns like obuasi,Neutral
u go do gimme anaa,Neutral
and you are still suffering anaa after the attack your pain go,Positive & Negative
kwasia show us u gotkwasia ur  cedis data wey u dey no anaaaboa kwasia ebi ur father wey he dey low lifei wont my time on u again son of ashawo,Negative
the door dey western region anaa,Neutral
anaa dem feed everybody after the grammys,Positive
ei vlahovic ain’t mobile you no dey watch anaa vlahovic is a proven goal poacher,Neutral
your girl dey crush anaa👀,Neutral
you go do giveaway anaa,Neutral
cousin why pappy gv u broken heart anaa some othe vibe,Negative
so acknowledging ur partners wat nxt let chop the sponsorship money anaa 🤣😂🤣gfa,Negative
ah make late anaa,Neutral
hhaahah you think say ebi kung fu panda anaa,Neutral
make me too i do car giveaway anaa terms and conditions apply😂💔what did i eat in my dream  days ago💀you must be following my girlfriend💀you must not follow anybody i know 💀you must not have tweeted today💀all the best 🤝,Neutral
i see nothing wrong with the dressing tooanaa lets wait for charlie dior,Neutral
oh you say appiah is a red flag anaa 😂😂,Neutral
ghanaians no dey part anaa,Neutral
na wo se na £f£ saa no eeeiii why u no dey chop anaa 🤣🥰,Neutral
nana dem take do you anaa,Neutral
some pady chop your gal anaa,Negative
eeeiii blacko too woxxup old gee paa bola mu bola why ebi en great great grandfather en cloths anaa,Neutral
she be hook up girl anaa because i no dey understand 🤣,Negative
adey lie anaa papa u still no dey support lipool,Negative
y stonebwoy he go there’s sekof photo shoot anaa 😂😂😂,Neutral
e be tour dem come anaa cause i see nicki minaj for madina atomic junction  suqfki,Neutral
bro sark has done something wrong with you anaa,Neutral
that guy s he be muslim anaa,Neutral
i get your own sef ago chop 😂 make i come anaa,Neutral
ah chale i rec sey if i sit class inside wey empty space dey my body a nobody want tap my side something dey wrong me anaa,Neutral
pz dey kumasi anaa plus be k kw iphone get price o,Neutral
but the wakanda movie no dey be oo anaa,Neutral
send momo make i go buy see say edey bee anaa😕😒😂,Neutral
👀 you collect anaa,Neutral
we still dey the hustle top chalesome likes and retweets no go bad kraaaanaa 🙂,Positive
you go win anaa,Neutral
i don’t understand u people and the word “emotional” does it sound like a bad thing to u  anaa u just dey say some kk,Neutral
ei twilight dey handle this account anaa,Neutral
the bbtitans dem dey pay you anaa cos you dey follow de show pass eii 🤔😅,Neutral
mke we drop number anaa,Neutral
chale ebi you anaa cos she mention some pappy ooo  sxwvdg,Neutral
what of gay guy fuk dem anaa,Neutral
you be dbee anaa eii😂😂😂,Positive
so u dey come curse me anaa,Neutral
you dey th flow anaa😂😂😂take care oo,Positive
you havent actually put any facts to the i have the fact you keep repeating anaa my english no good like tht lol,Neutral
u receive momo alert anaa,Neutral
now u wake up anaa,Neutral
gyi wae instead anaa  you wan talk small how much be your own  slcl,Neutral
bossu he show u anaa he no show u 😂😂😂,Neutral
the tin way you do neva good if he wear jeans tra n airmax aa like u will fall for him anaa his a good nigguh so stop dat tin and say sorry,Neutral
why  dey love wanna gee anaa 😂😂,Neutral
nti ne kraakraa ne sn watn anaa nana,Neutral
some dey disturb you for your house anaa😂😂,Neutral
please oo     we tired of the prayers make we encourage our ewe people to take over anaa mabodam,Positive
make we crown you tourism minister erh… anaa wose mebodam,Neutral
kidi and edem also went to the grammys…why dem no near the stars anaa or they were minding their business 🤣🤣🤣🤣,Neutral
kidi and edem also went to the grammys…why dem no near the stars anaa or they were minding their business 🤣🤣🤣🤣,Neutral
boy tech campus erh them get a place called ahinsan anaacos eeii,Neutral
ok he rules gh anaa,Neutral
so the wife and mother inlaw dem be cripples anaa,Neutral
on dis note de show for ksi will flop anaa ksi kingpin talk oooo 😂😂😂😂😂😂😂😂 u joke too he will persuade u aaa den he sue u 😂😂,Neutral
siakwa wkhkyd ebi peace keeping e go anaa funny musician 🤣🤣🤣🤣,Neutral
y goals 🔥🔥🔥  wose n y  rounds anaa 🤣aksc wokumapemaapembeba,Neutral
na ur paddy anaa,Neutral
i don’t know what to do or say to win a giveaway  🤦‍♂️💔   ido u bad anaa,Negative
na blacko nu yale anaa 😂 this your trouser be killer tu😂,Neutral
hating on who ah chale wagyimi anaawhich grammy winner adey hate um,Negative
all those doing giveaways do they have specific people wey them dey send the money give anaa eiiii hmmm🤔😃,Neutral
make i change the rap style kakra anaa… english through out… raw freestyle ep watch out,Neutral
boy wagyimi anaau are praying for him me too am talking about how he’s done his body,Negative
poverty summarized 🤣🤣her u ppl u fool anaa the thing i’m not talking about what had happen to him oo am talking about tattoos wagyimi anaa 🤣,Negative
i dont get it we are chasing ato essien for ₵ million when the banking collapse caused us ₵ billion this doesnt make senseeeeiii anaa mebɔdam,Neutral
😂🤣😂 opana your money dem go take buy anaa,Neutral
aaaaaaa whats wrong with you  wagyimi anaa  you think we play with everything eeeepray pray and pray more that none of this happens to you,Negative
adn wabc tattoo nti he come steal your monies anaa you still dey think like our forefathers wey dem use powder come exchange our gold from dem sia man,Negative
udey buy one gimme anaa😂😂😂,Neutral
youve no problem this was made in  by me buh i release it in  so lemme sing  u tonight 😎😐 anaa 😂😐 scrsq  srzwqsxdmf,Neutral
ah ma guy 😂😂😂 in hell anaa that part no dey count,Neutral
which bubble try your loki anaa,Neutral
abet ebi dis same coach bechem united beat  goals last time nu anaa,Neutral
hand combat anaa guns make dem drop the guns like you go see how boys go lash them 😂😂,Negative
whats this bush talk about someone envying kumasi ɛnkwaseakeka saa,Negative
u get gifts give we anaa,Neutral
enka u want sweetheart anaa bae 🤣😂kafra bossu 🤣she noe bi romantic,Neutral
chaley fa wo kwasia k ooowonim nyansa kyen omo anaa,Negative
we both free anaa at least i didnt cheat,Neutral
and who caused it mahama anaa,Neutral
you start the cha cha gain area work in vain anaa,Negative
aaah tems chop  years for music inside anaa some people for ghana here start dey do music na ma mommy no meet ma poppi saf oo but bet koraa dem no get😂😂😂😂,Negative
jon bull you no dey watch your own matches anaa…fwkk,Neutral
eeeeii my own no dey make sense anaa,Negative
so if you no win grammy aa you no be good anaa masa,Neutral
your oga reach togo anaa 😂,Neutral
hes englishanaa you forget🤣🤣,Neutral
he dey serenade her anaa,Neutral
why are you scared of monday the lecture go beat you anaa,Neutral
why secof abi black anaa what…🥲,Neutral
u dey drop soon anaa light off go meet you 😂,Neutral
make i ask her contact give you anaa,Neutral
manuel be underground artiste anaadaterush,Neutral
why the whole country dey use   anaa,Neutral
you then am get issue anaa cos ei,Neutral
🤣💔make them tell you anaa  slrlap,Neutral
it gets to some stage even the laughter sef you fit to just cry in the middle of driving while you’re at okpongolo junction and the hawkers will just be looking at you “maame wei wa bodam anaa”,Negative
are ghanaian lw men oo,No Sentiment
kane turned the thing around 🤯haaland go fit do last minute miracle anaa daabi,Neutral
arh which year this anaa,Neutral
who gonna stop this two predators🤔🤔  goals involvement in serie a this season🔥🔥🔥 i think harry maguire😂😂 anaa mebdam🤣💔,Neutral
pep nu wagyimi anaa laporte and dias on the bench but he plays walker as a cb kdb also benched,Negative
ur toto dey sweet pass ice cream come house make i chop again cuz i miss amanaa wose mame nka,Negative
she mad😂 how can u test and know youre pregnant in less than  hours it should be close to two weeks anaa,Neutral
udey nupsg anaa,Neutral
bossu make me too dm anaa,Neutral
yeah why my tweet dey show saturday anaa😅,Neutral
we dey inside anaa 👀,Neutral
thought they said it was false anaa  swnv,Neutral
wei why he be insecticide anaa 😂💔,Neutral
someone take do you anaa,Neutral
ebe opana ihn birthday o yntwa no mb anaa,Neutral
eiiii why people de insult am anaa,Negative
u see your small club dem no get training kits anaa 😂😂😂,Neutral
reality things  what she dey talk be action movie anaa,Neutral
a comedian who can produce music that get more streams and views than your favorite artist damn shatta is good anaa,Positive
unless bamboowe fit bamboo amanaa the bamboo too one still no be ghana 😅😅😅,Neutral
oh anaa adey lie😂,Neutral
why dem portal to a new dimension in the rooms anaa,Neutral
so make i drop anaa,Neutral
ei on your neck szn anaa because wow 😍,Neutral
ah warris this bbl gone wrong anaa,Neutral
make we add more anaa,Neutral
he be ghanaian anaa,Neutral
ah ebi golden floor and roof anaa,Neutral
ei go affect zone bundle anaa,Neutral
na ebi force anaa🤣,Neutral
great minds think alike could it be a sign anaa i should change my dealer 😂,Neutral
i make late anaa,Neutral
say no to sports betting anaa woseone goal needed to win millions of ghana cedis  goal finally arrive but var says nowow heartbroken,Positive & Negative
u go argue anaa 🤔,Neutral
casemiro too you think football bi wrestling anaa,Neutral
yo  sup with the price won on your fmdriveshow yesterday im one of the winners but no feedback yet anaa mnfogete,Neutral
oh ten hag gave the world the reason anaa he retorted era ends 😂😂,Neutral
liverpool fans dae cemetery anaa😂,Neutral
na fred no y komfo anaa echeck like akom afa no,Negative
oh bro  why  one dey hold the mic … you nor see anaa,Neutral
eii fear catch you anaa,Neutral
penalty no dey ball insyd anaa 😂,Neutral
your mind dey inside anaa,Neutral
oh bross we den you get problem anaa,Negative
you be united fan anaa bro  😂,Neutral
ebe true anaa 😂 because ei,Neutral
he be sickler anaa,Neutral
make i drop my momo number for nokofio anaa,Neutral
you buy some anaa  😂,Neutral
pains make i give you extra sheet anaa gayga,Neutral
your heart dey cut anaa,Neutral
pls oooo yaapono also threw shots at sarkodie why dnt you guys talk abt yaapono anaa he be  ein paddy,Neutral
why wah really happen beno  some artist do you yawa anaa,Neutral
martial no he be sickler anaa😂,Neutral
na m’ose valentine gifts nu ebi give and take anaa this one too be specially dedicated to men and men alone🤔valentinesday valsday valentinesdaygift,Neutral
leave kasoa anaa but that’s her domicile o she loves there pass 😂,Positive
but thats what he was bought for anaa,Neutral
why u then me get beef anaa😂,Neutral
😂😂😂she go luv watch movie anaa,Neutral
lmao i tell you but bloody my smallb dey ur side anaa wosi,Neutral
why bj y poison anaa,Neutral
how far ur team win anaa,Neutral
i dont even why i bought dstv 😂😂 anaa dem do me juju if the subscription ends p i just remove the dish and hang it somewhere yaccine tv app is there for free,Neutral
some hair dey downtown anaa ny mani aaa 😁,Neutral
ebe the same tips we dey stake anaa cos eii 😸,Negative
first i go park watch am well then i go accelerate like  times make i see sey he go do some move anaa😂😂 if he no do any move nooor then i go twa som small c then sharp i dey go back to where i dey come from 😂😂😂😂😂 make he take that road ino go go again,Neutral
eno be real anaa cos i have been doing this and nothing shows,Negative
na u sark nation or who u mennerz dey call ursef u figa ur brains wrk pass anyone anaa gyimi keka kwa😤😤😤 dats yy ur mcm is still a local champion yɛbu ɛbɛ bi sɛ ɔkɔmfoɔ wagyimi no ne bosom nso agyimi,Negative
so he go be good than kdb anaa mmoa😂,Neutral
mudryk no noa nie anaa he dey bench,Neutral
ah wagyimi anaawey game you dey watch😂,Negative
why ur dere u score anaa,Neutral
he make assist anaa,Neutral
he score hat trick anaa,Neutral
mudrych no play today anaa,Neutral
ahhh chelsea score  anaa,Neutral
eii aden y brick laying school anaa,Neutral
he chop weed toffee anaa😂😂,Neutral
make i drop number for dm anaa,Neutral
the giveaway if you not a guy you not part anaa,Neutral
chaiwkhkyd 😂😁   you do all something for vals anaa,Negative
the boys all dey gym some war dey come anaa,Neutral
don i for use mtn num anaa cuz since yesterday enor reach me ooo,Neutral
no epl match anaa,Neutral
kw depression catch you anaa what be this plenty talk you got where you are now by tapping into other peoples business but come dey here dey talk plenty like kofi odurowe sef we taya you mandem,Negative
the friendly match no dem play am for ejisu anaa  😂😂shame,Neutral
sia u figa say i be u anaa🤣🤣🤣,Neutral
ghana 🇬🇭  is eclipse from beautiful things anaa  eiii god what de wrong we,Neutral
anaa you say make i go sleep  ste,Neutral
be like am seeing  wana twitter trotro artisan for ur back o anaa 🤔😅,Neutral
bro the giveaway u finish anaa,Neutral
but why is  blocking you,Neutral
bossu why we finish the giveaway anaa i tweet saa ny hands all dey hurt,Neutral
you forget sdy technology they anaa,Neutral
something dey back anaa😂,Neutral
i don’t even know why he’s always on the bench sef…why he’s not good enough for potter anaa 😏,Neutral
looks like theres more to this than meets the eye blakk rasta den sark get some previous beef anaa,Neutral
adn you be obroni anaa😂,Neutral
are you in ksi anaa  come office now now 😁,No Sentiment
ghana without king sark  is not ghana ebi niger anaa mebodam 😂😂😂🇬🇭,Neutral
me ago takegh oooo make i go follow anaa,Neutral
i hope say ghanaians no go come talk say blacko should have removed his cap anaa mebodam 😂blacksherif  blacko,Neutral
so u no still dey see ma own anaa hmmm nagodfc  de mke i see dis one top adey beg😭😭  sfvfsauw,Neutral
ahhh so u figa say only ashantis have akan names anaa 😅😂 u hear akan name n u say ashante 😅,Neutral
you too marry him out of good heart errhanaa marriage di good heart eni mu siaa,Neutral
so which mines you dey work with obuasi anaa tarkwa cos this mining dierr,Neutral
so whats up with the defense for abeiku santanasomebody beat am anaaagenda boys no go enjoy small trolling anymore😂🤣,Negative
aden she bi waakye anaa 😂💔,Neutral
hahaha we are willing to pay bro but are they also willing to telecast it or anaa meboa ✌️,Positive & Negative
adɛn dc chop  years anaaor sl too chop  years because the way you dey talk deɛ 😂,Neutral
ebe wrong anaasia😹,Neutral
looks like february is running oo anaa,Neutral
you get job in saudi arabia anaa,Neutral
but it was civilised for black rasta to do it to another man abi feigning knowledge anaa y kasa,Neutral
so angel no be obolo anaa,Neutral
herh wagyimi anaa adey prepare contracts what’s there is he’s not fully signed to def jam that’s all na fawo gyimi kc,Negative
oh so kejetia and makorla cast anaa  s,Neutral
y wossop  chairman bore anaa,Negative
konkoband for sign  eeeii why he dey auto repeat anaa boi dont make money 💵 n see😂😂😂,Positive
for me anaa or make i komot,Neutral
u go send me momo anaa 👀,Positive
he no dey twitter anaa,Neutral
😂😂😂😂😂😂😂weiaden sark nadwen ny anaa den this says he was dropped but you said sark didn’t accept 😂😂😂😂😂😂😂,Negative
but what efya said about blakk rasta eno be that bad she has an opinion and she leashed it anaa,Neutral
yo why ebi savages wey dey der anaa yo  call me,Neutral
but you people sometimes you dey ask some yawa questions ooo 😂😂😂 you neggers dey lack contents anaa😂😂😂 how can you tell me this  you should ask the presidents dema wife and kids not the public 😂😂,Negative
ah na what the chair then table dey for thereanaa ibe maakuo meeting u dey kam do  there,Neutral
en father be en manager anaa,Neutral
what if dem no give you back seat anaa all dey the craft inside 😅big up though,Neutral
why you dey anaa,Neutral
but abi we go vote bia anaa,Neutral
i told you to release mendy so that man city wont buy chilwell not greenwood u somke anaa,Negative
abeiku santana den he bi commonwealth chief chorister anaa,Neutral
ah sebor paa expect what even on your birthday koraa nothing na vals day buh we dey in relationship paa so now if adey act single aa ibi my fault anaa😂😂😂😂   puredrive,Neutral
aden you smoke anaa,Neutral
eeeiii you go cook am before anaa raw meat na,Neutral
oh but i think say abeiku always dey around despite anaa ebe en buddy o,Neutral
this things you dey ya na ye gyimee anaa s den,Negative
so you dey fear   anaa🤔,Neutral
ah abeiku santana be choir master anaa,Neutral
ahhh you fool anaa😂,Neutral
oh i like that make i drop my momo anaa 😁,Positive
now playing is countryside 🔥🔥spotify is giving me some clear sound anaa e bi my new earpiece stcogetmgyi,Neutral
bro you forget me anaa,Neutral
them no dey roof their building anaa,Neutral
you dey travel anaa,Neutral
eei forest now bi retirement home anaa why all the ogs dey go there,Positive
aaaah why gwagon them be game boys anaa 😀😀😀😀,Neutral
eii now airteltigo too momo fraud to come their office anaa😳,Negative
you tooyou dey come marry now anaa,Neutral
why them hack your account anaa,Neutral
eii some ram bi anaa cos this your vim de 😂,Neutral
who’s blakk rasta is 🤔 anaa mose drugs dey mess up my handsome saul  😂😂,Negative
masa you no go school anaa😂 where you see low charge stop the skimming reading and do in depth,Positive
u wan some anaa🤣😂,Neutral
why rap be drawings anaa,Neutral
make we create wanna own language anaa what about a programming language in pidgin,Positive
ahh the guy nu he get problem plus  anaa cos eiii 😅,Negative
idolo but you no be single anaa meboa,Neutral
ebi your team anaa,Neutral
what was the ill thing she said she says your opinion doesnt matter na praise the person aahh you bore na mo ey na mo agyimie anaa 😂😂😂,Negative
so if her husbee bi vice president nka she ll leave anaa oooh😥😂,Neutral
why 😯u be scratch card anaa 😏😀😃,Neutral
ahh why u dey feel the girl anaa which kind talk be this one,Neutral
u people wont allow us to bed in peace anaa…eeiii…,Negative
you go score we anaa,Neutral
🤣🤣🤣🤣🤣🤣🤣charleyabi he say no new signings anaa,Neutral
skysports no dey hear anaa 😂😂,Neutral
u wan hijack the deal again anaa cos,Neutral
ah the boy he fool anaa 🤦,Negative
ah united figa gavi den pedri be ebola den covid anaa cos this sanitizer dem dey take come face we de😭😂,Neutral
why the car no reach where them dey go anaa  😂😂,Neutral
gyimii saa oh so is he trying to say he killed his parents anaa,Negative
ei some world war  bi dey come anaa everybody dey gym 😭,Neutral
ah that rui costa nu wagyimi anaa 😠 is the club his president mpo nie na owner ntweew 😏😏,Ghanaian Pidgin
this one be kraman banku,Negative
masa thats not the only song she has kraman kte fit win am  suazhovqqc,Neutral
that dr kraman guy ankasa he be correct guy,Positive & Negative
kraman ba  millionei chale if i buy this dog he for feed me  times i day or something because,Neutral
everybro dey do banter so u too dey do somelmao komot urself kraman,Negative
you get chairman or kraman  in  voice  🤣🤣🤣deadlineday enzofernandez royalsports  sziwtyka,Neutral
just odds you wan show sportybet that you’re smart aaama ade no nso machine no enim mu kyn y💔 ne  mo aha nipa paa o matches no de masa😭😭,Neutral
we go cook saaa nso eben da,Neutral
i crush keep nso  ooo,Neutral
penaldo fans dey make noise too much😅😅every little thing biaa they want to compare and contrast nso adeɛ yi nfa😆😆,Negative
wobisa s saawotumi hire fine girls nkoaaa wor wo video mu nso you nor dey touch dm seff s y wo f 😂,Neutral
charlie hmmm abi mo nso dierr boi,Negative
na aden unfollow her nso eeerrrr anaa u dey like wat u dey see for ur tl top,Neutral
the ordinary ghanaian girl no dey bleach s dark chocolate aa,Positive
yh hiring canopy then things yebetwa ntoma nso,Neutral
pulse nso wey question be this,Neutral
all what they know is to call you a hater if bron ain’t your fav or goatself acclaimed goat nso y goat,Negative
if i get aaa i will read ooo nso menp reading baako sie😂,Neutral
ur news finish anaa aaaah tv paaa wei nso ye news,Negative
but where u grow ketch too nso your parents don’t want u to talk to boys or what  they know u dey uni so it should be a normal thing,Neutral
hw ooo he saa nso dey want better reason to break up chai lord whatever sinful lifestyle im living make i no mumu like this wan amen🙏,Positive
u get money come pay saa nso dey spy ur phone topwhy not stay home nd check onlineedey vex me pass but once a while adey pass through especially ucl night sekof the atmosphere b epic 🔥🔥,Neutral
sofo nso na politics dey sweet you like that boie 😂,Negative
kwasia u know the education this man dey give we here  ges sef no fit dowo suit green s greener pastures nso woho kyere wo,Negative
eeii wofa wo nso woyɛ emotional papayou probably typed this with tears in your eyes  relax small na u fit pass inside die one day if chelsea loses 🙏🏽,Negative
its not him na wokoraa nso ahhow many times shouldnhe say he’s not on telegram,Neutral
may dn 🤣abi cul lady nso ooo😆,Negative
i feel this girl nso i can’t say💀😭💔m’ano mm,Neutral
stonebwoy trying to connect himself with big artists but some ghanaians dey troll him moa,Negative
the follow follow fuo nu nso will insult saaa eiii sake of coins 😂,Negative
ghana yesu nso na ass licking de you both are in your s and still lick his ass public toilet cleaner 😂😂😂,Negative
mede wo gyimi too muchreduce the herb intake den nsemhunu nso niemede fiorkor koraa,Negative
chaaaale ma eye get forkin that guy dey talk too much everything he wan talk some s nah wan k school papa nso😂,Negative
vibesonvibes   u ppl go do saaa na me relationship agush want to talk but a cnt stop listeningeiiiii now a get gal nso oooo,Positive
kyer s she no dey even give bernard chance make he explain😂😂😂😂😂😂bernard nso dier jon,Negative
hw wei nso ne kwasiaschoolmate wey how come them make um pass u🤣🤣u never kno book or wetin gbemi kraa,Negative
kwasia na y’ɛtia ne hwewa so mprenu smh🤦🏾‍♂️ ɔkwasia nso se yɛde nò na y’ɛnde me y’all dey laugh am for learn something,Negative
we outside we outsidenso dabiaa you dey house💔😂,Neutral
he said he was focused on the fulham game not the transfers nso nkwasia ball nkoaa,Negative
the vhibe i take come class today ehh😂🔥🔥buh hweee nni mi tri mu😂💪,Negative
dabi o mufasa his music wahala naa 🤔🤔,Neutral
u dey taya ooo oh dabi dabi,Neutral
yestee them waste my time for there saa i lef like,Negative
hw much be ur whole wardrobe sefgyimii kasa saa,Negative
shatta you make i laf saa wey i come step  ma remote top n break’am 😂😂😂,Positive & Negative
i fit make horny saa then blood dey comot nose,Neutral
aybi da  let ur blessings flow on me tonighti have tag you since morning tee saa oo i no see anything ooo 🙏🙏🙏🙏🙏dont mind am baba,Positive & Negative
ive drop saa you dont want to follow me some 😔,Negative
aybi da  let ur blessings flow on me tonighti have tag you since morning tee saa oo i no see anything ooo 🙏🙏🙏🙏🙏,Negative
😂😂 i dey lie … wat we noe is sex sex saa  we can’t contribute nothing to the world,Negative
i watch saa,No Sentiment
i dey wan big money saa wey i go select win ove for ajax chai 😂,Neutral
if you no be starman them fit toss you around saa😂😂e go over you sef,Negative
you chop pizza saa see the way you make fresh,Positive
kommot for there progress papa ben mmo ab krnoo saa your cup ll be full one day sia mahn,Negative
i remember when dem throw this guy out of live showhe cry saa wey him tears stain me how time flies,Negative
herh me i crush on you saa i taya why the reshin is too much ah tsww,Negative
i do am saa bro,Neutral
ei saa then if this year end i go change am,Neutral
bro i have send momo number saa 😪😪💔,No Sentiment
who dey cry  adey cry over kaly jay 🤣🤣woy kwasia saa,Negative
he dey tension me saa hoh,Neutral
chale drop odds 🥺 over the week bet chop me saa,Negative
ah ebi passport dem dey use to travel eii saa🤔🤔,No Sentiment
you dey mind saa kwasia boi wei,Negative
low key koko too do saa reach  cedis ei,Negative
no be like say adey chop omotuo oo gentleman man saa na ulcer,Negative
ow this shs dem nor take do you saa😂,Negative
wey double chance prophesy this gyimie saa 🤣🍼,Negative
chale a vex saa,Negative
baba i tag u saa no mind me,Negative
saa wen dat and where be dat,Neutral
i do some i no sick saa den the card die since  ☺️,Negative
you no hy da fine saa but y normal,Negative
hw ooo he saa nso dey want better reason to break up chai lord whatever sinful lifestyle im living make i no mumu like this wan amen🙏,Positive & Negative
kwasia me adey love boobs how😂😂eno be  wey dey love you di gyimie saa😂😂,Negative
u get money come pay saa nso dey spy ur phone topwhy not stay home nd check onlineedey vex me pass but once a while adey pass through especially ucl night sekof the atmosphere b epic 🔥🔥,Positive & Negative
i stare saa i never trip sef🤣,Neutral
i tell you i dey here zooming it saa to see it very well 😂,No Sentiment
he go come spoil everything bad luck saa no,Negative
trust the process saa now i get trust issues sef,Negative
so u no go bring ma own enti saa na yɛdi ɔdɔ 😌😌,Negative
naaa ago buy that one saa  pieces instead by baako p gh,No Sentiment
i send “enokay” my number “” saa he no send me money 🥲🥲😂😂😂😂💀,Negative
bless me some bro i comment saa,Neutral
big boss i don tweet saa ano barb your giveaway some da today dier make my luck shine,Positive & Negative
bro i root saa🤣,Neutral
d for daben hmmm  a drop saa you never locate me,Negative
i drop saa buh still ano get 🙏,Negative
so you do saa now you dey get engagement eii 💔😂,Positive & Negative
a shock koraa turkey too be place we dey hustle for wey he brag saa like that 🤣🤣🤣🤣,Negative
dem hype my man saa all tournament one match p kill ein career,Negative
my don i tag you saa no dey mind me but still dey watch ur moves lol,Negative
today i say make i wear pad then see herh saa pad mu yd ei my balls all make cold😩,No Sentiment
you just do fa no saa and move on,Negative
i laugh saa😂😂,Neutral
crashing nu y mu levels we dey stage one he’s basically saying help us not to get to stage  ny saa la wu,Positive & Negative
i drop saa  sgzl,No Sentiment
a laugh saa charle 😅😅💀,Neutral
ibi we boys ahhh go marry them saa ohhh,Negative
so you call the camry and babar shop achievements na wagyimi saa  not your fault cos some client cheap ein body make you see k so you figa you be chairman aboa bi kwa,Negative
people de like these things too mich so noor mudryk come do small show against lipool them make noise saa,Neutral
its the way ghtwitter clipped kojo jones wings for mesaa na he wants t go into politicsboi,Neutral
my own lef me go marry after  years ur own sef considered u saa for  years she deserves a degree certificate sha,Positive & Negative
chale you go tell we the management member then teammate all saa no gyimii no  seqtm,Negative
e leff small like we dey find him naa wey he saa lost again so we still searching 😤😤,Positive & Negative
he is a joke aswere 😂😂😂😂 see who get criticizing mouth ay no go mess like this 😂😂😂 depression di saa 😂,Negative
this one says atsu has been foundthis also says he hasnt been foundfirst to break the news foɔwe begthink about his wife and family okdem dey go through alotmu pɛ saa dodo,Negative
blacko go do saa na sad boys start dey drip like this😂😂  swhrp,Neutral
😂 u messop o😂 i laf saa,Negative
for me i will stop texting cos am not lucky here cos i beg forcedis saa i couldnt get some,Negative
boss i send saa you no dey see me sef   stuyy,Negative
dem lash you saa how dem go fear🤣,Negative
ah buh you sef one day some lady go choose you😂😂wo saa no,Negative
so god dey play us like tv game ny saa,Negative
i do ham saa nothing comes to me nana agyemang  sonpu  serf,Negative
i saa drop again,Neutral
you use kirkland saa from first year but nothing comeat this point dier you for start dey drink o,Neutral
u never dey follow to bro🤣🤣 i do saa,Neutral
ma commenti saa everyday buh here i am today too   sqqwjsm,Neutral
🙏  i drop saa but i never chop some before🙏🙏🙏,Negative
😂i laugh saa,Neutral
i do saa i no win some before oo vamos 🔴🔵,Negative
norr we dey joke dey joke but charle this be someway paaa oh  why these people dem just no go fi free dem  these people sef i sure sey dem struggle saa before dem get people come do this thing ibi wickedness or what  kmt  snzipogudm,Positive & Negative
chale the bet i try register saa e nor dey work ooo,Negative
i do am saa ooo baba,Neutral
afi do saa then i conf then i go vex dawg🤣,Neutral
ei saa na our own to spy somebody ein pocket,Negative
one nil defeat dey pain pass esp of the goal come early yɛbɛti yɛbɛti saa na ref apon 😂  shccl,Negative
ohh saa i see here we dey,Neutral
fear women ooo bernard shock saa he no know what he go talk mpo again she no dey allow make he talk sef 😂,Negative
no be that alone bro i dey take madrid win bet saa i bet the game under  wey put big one for topi am still smiling 😂😂😂,Negative
ah charley i try saa,Neutral
nigga dey blow nonfa saa 😂,Negative
e hard oo mechanics dey fit like me saa then i dey beg,Neutral
you’ll do saa then you collect,Neutral
messi for do something nny saa yawuadey fear pass herr😂,Positive & Negative
nagodfc bros i have been following saa since  days ago but nothing boss pls make this sunday a memorable one for me,Positive & Negative
madwen ho saa i just dont get it moretimes them for change coach,Neutral
i check saa i no get some man no nice 😒,Negative
lmao you know what cavs take do me😂😂😂i switch teams saa rydee i shun dey watch saf,Negative
chale u squad for talk we things udey do oo everyday budget saa but nothing better,Negative
lmao he come yob we figa say he go go scot free i think about it saa😂,Neutral
dem bench am saa last minute kraa before he come play some,Negative
boss last thursday i did saa buh didnt get it giveaway abeg today de dont go pass me,Positive & Negative
pressure from who u watch wonna match today plus everton…go check highlights dem chop yellow saaa bugabuga,Neutral
we dey do this thing againwe go play saa then dem equalize,Neutral
small time clubs will keep your players on the wings out and you will see if you can win matches iwobi and mcneil have been very good helping mykolenko and coleman so you guys go pass saa but you no dey see top,Neutral
bestie bestie saa den u eat am 😭,Negative
piratebay wey them barb them saa😹😹  sgjn,Neutral
fa wogyimii kcc o ahomasuo foc kwasia u think u go shine saa woni twaaaasidi,Negative
this thing some do me before  adey check in some white couple wey them dy stress me  wey atalk for twi inside sey “mo h’adwen o” the man say saa plus the twi accent wey them dy laugh bro 😂😂😂😂😂atear roff,Negative
bossu i tweet saa u always dey skip me a stcoztvyhtofl,Negative
i drop saa i tire sef,Negative
me too make i drop i did saa u didnt see the tweet i try to find it too have engage saaa ur tjunhs kwaaa adey see brogad,Negative
boss no check ma page i post saa,Neutral
covid kwraa is tired of ghana people chop money on its back saa he taya self,Negative
so as i drop saa wey anor get somee goood bro 😥😥😥😥 wey adey follow him and more hmm,Negative
we send this kinda saa enever reach wanna top that,Negative
u do saa e no reach me,Negative
sadiq  boss since yesterday oo i drop saa 🙏i beg make i see top  sntyt,No Sentiment
bro adey follow u saa but ano win ur giveway some today bless me small,Positive & Negative
i drop saa boss,Neutral
the land sef he no get to lay the foundations saa na wasa,Negative
